brand,title,accords,gender,age,secondary notes
Sense-Dubai,No. 5 Sense Dubai for women and men,"floral,sweet,balsamic,almond,woody,musky",unisex,older_twenty_five,"powdery,cherry,vanilla,phenolic,anisic"
Hollister,Festival Vibes For Her Hollister for women,"floral,sweet,fruity,aromatic,musky,balsamic,",female,under_twenty_five,"pungent,cacao,lemon,violetflower,berry"
D-Orsay,Tilleul D'Orsay for women,"floral,sweet,green,honey,white floral,",female,older_twenty_five,"powdery,waxy,cacao,berry,tropicalfruit"
S-lection-Excellence,No. 28 Sélection Excellence for women and men,"floral,sweet,yellow floral,vanilla,white floral",unisex,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Halston,Unbound Halston for women,"floral,tuberose,citrus,white floral,warm spicy,woody,",female,older_twenty_five,"lemon,pungent,violetflower,blackcurrant,anisic"
La-Fleur-by-Livvy,Fleur d'Innocence La Fleur by Livvy for women,"floral,vanilla,citrus,powdery,sweet",female,older_twenty_five,"dairy,dry,almond,musk,coconut"
Evterpa,Vinagi Nezavisima Evterpa for women,"floral,vanilla,warm spicy,green,powdery",female,older_twenty_five,"dairy,dry,almond,musk,coconut"
Yanbal,Cielo de Noche Yanbal for women,"floral,vanilla,white floral,powdery,aquatic",female,older_twenty_five,"dairy,dry,almond,musk,coconut"
Bourbon-French-Parfums,Mon Idée Bourbon French Parfums for women,"floral,warm spicy,aromatic,",female,older_twenty_five,"lemon,pungent,violetflower"
By-Shaik,All Is For Love By Shaik for women and men,"floral,white floral,aldehydic,fresh,patchouli,woody",unisex,older_twenty_five,"fatty,waxy,lily,pungent,lemon"
Acidica-Perfumes,Ginger Tea Acidica Perfumes for women and men,"floral,white floral,citrus,fruity,soft spicy",unisex,older_twenty_five,"lemon,pungent,violetflower"
Kate-Spade,Walk On Air Sunshine Kate Spade for women,"floral,white floral,citrus,powdery,woody",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
I-Profumi-di-Firenze,Le Pleiadi I Profumi di Firenze for women,"floral,white floral,citrus,rose,fresh spicy,",female,older_twenty_five,"lemon,pungent,violetflower"
Versace,Metal Jeans Women Versace for women,"floral,white floral,fresh spicy,fresh,musky,citrus",female,older_twenty_five,"lemon,pungent,violetflower"
Ghost,Ghost Summer Dream Ghost for women,"floral,white floral,fresh spicy,fresh,vanilla",female,older_twenty_five,"dairy,powdery,coconut,grass,nut"
By-Kilian,Love Eau Fraîche By Kilian for women,"floral,white floral,fresh,citrus,musky,sweet,",female,older_twenty_five,"pungent,lemon,violetflower"
Azzaro,Mademoiselle Azzaro for women,"floral,white floral,fresh,fruity,woody,powdery,,",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Jo-Malone-London,Plum Blossom (2017) Jo Malone London for women,"floral,white floral,fruity,fresh,sweet,",female,older_twenty_five,"pungent,lemon,violetflower"
I-Profumi-di-Firenze,Giglio Fiorentino I Profumi di Firenze for women,"floral,white floral,green,fruity,sweet,fresh,",female,older_twenty_five,"pungent,lemon,violetflower,grapefruit,musty"
Jessica-McClintock,Always & Forever Jessica McClintock for women,"floral,white floral,musky,green,woody",female,older_twenty_five,"lemon,pungent,violetflower,grapefruit,musty"
Coty,Pret a Porter Glamour Chic Coty for women,"floral,white floral,sweet,tuberose,woody,animalic,",female,older_twenty_five,"musk,leather,tobacco,dry,meat"
Aqua-di-Ponza,Aqua di Ponza Aqua di Ponza for women and men,"floral,white floral,warm spicy,citrus,powdery,",unisex,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Christian-Lacroix,Eau Florale Christian Lacroix for women,"floral,white floral,woody,citrus,powdery,",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
HEMA,Today I Feel Passionate HEMA for women,"floral,woody",female,older_twenty_five,"lemon,pungent,violetflower,blackcurrant,anisic"
Apple-Parfums,Actress Cristalle Apple Parfums for women,"floral,woody,amber,fresh,aquatic",female,older_twenty_five,"lemon,pungent,violetflower,blackcurrant,anisic"
Madeleine-Vionnet,MV Green Madeleine Vionnet for women,"floral,woody,aquatic,powdery,fresh,",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
S-T-Dupont,L'Eau de S.T. Dupont pour Homme S.T. Dupont for men,"floral,woody,aromatic,fresh spicy,powdery,",male,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Soivohle,Misetu Soivohle for women and men,"floral,woody,balsamic,tobacco,aquatic",unisex,older_twenty_five,"animalic,leather,dry,blackcurrant,leaf"
Saskia-Diez,Silver Saskia Diez for women,"floral,woody,citrus,aromatic,fresh spicy,powdery,",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Acqua-di-Parma,Note di Colonia I Acqua di Parma for women and men,"floral,woody,citrus,fresh spicy,aromatic,powdery,",unisex,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Kiko-Milano,Oasis Sunset Kiko Milano for women,"floral,woody,fresh spicy,balsamic,powdery,",female,older_twenty_five,"vanilla,dry,musk,berry,violetflower"
Il-Profvmo,Coquelicot Il Profvmo for women,"floral,woody,fresh spicy,fresh,white floral,green",female,older_twenty_five,"lemon,pungent,violetflower,blackcurrant,anisic"
Jequiti,Uzon Impacto Jequiti for men,"floral,woody,fresh spicy,green,aromatic,",male,older_twenty_five,"lemon,pungent,violetflower,blackcurrant,anisic"
Mariah-Carey,Luscious Pink Deluxe Edition Parfum Mariah Carey for women,"floral,woody,fruity,citrus,fresh,marine",female,older_twenty_five,"lemon,pungent,violetflower,blackcurrant,anisic"
Brut-Parfums-Prestige,Faberge Babe Brut Parfums Prestige for women,"floral,woody,green,sweet,aromatic,",female,older_twenty_five,"pungent,lemon,violetflower,blackcurrant,anisic"
Coty,Toujours L'Aimant  Coty for women,"floral,woody,musky,amber,citrus,aldehydic,",female,older_twenty_five,"fatty,waxy,lily,pungent,lemon"
Jean-Pierre-Sand,Saphir Jean-Pierre Sand for women,"floral,woody,musky,amber,rose,white floral",female,older_twenty_five,"lemon,pungent,violetflower,blackcurrant,anisic"
Victorinox-Swiss-Army,Swiss Army Eau Florale Eau de Toilette Victorinox Swiss Army for women,"floral,woody,powdery,fresh,citrus,musky,",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Jaguar,Essentially Jaguar Jaguar for women,"floral,woody,powdery,warm spicy,white floral,",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Louis-Vuitton,Apogée Louis Vuitton for women,"floral,woody,rose,white floral,musky,citrus,,",female,older_twenty_five,"lemon,pungent,violetflower,blackcurrant,anisic"
Gabriela-Sabatini,Latin Dance Gabriela Sabatini for women,"floral,woody,tropical,amber,sweet,fruity",female,under_twenty_five,"pungent,lemon,violetflower,blackcurrant,anisic"
Givenchy,L'Interdit 2 Givenchy for women,"floral,yellow floral,powdery,woody,sweet",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Cafe-Parfums,Cafe Gold Label Cafe Parfums for women,"floral,yellow floral,sweet,woody,musky,vanilla,",female,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Zoe-Karssen,Unicorn Tears Zoe Karssen for women and men,"fresh spicy,amber,musky,citrus,woody,white floral,",unisex,older_twenty_five,"blackcurrant,anisic,dry"
Tim-McGraw,McGraw Tim McGraw for men,"fresh spicy,aromatic,balsamic,whiskey,woody,amber,,",male,older_twenty_five,"cacao,berry,whiteflower,blackcurrant,anisic"
Providence-Perfume-Co-,Bay Rum Cologne Providence Perfume Co. for men,"fresh spicy,aromatic,camphor,rum,sweet",male,older_twenty_five,pungent
Battistoni,Black Tie Battistoni for men,"fresh spicy,aromatic,citrus,balsamic,amber",male,older_twenty_five,"cacao,berry,whiteflower"
Brecourt,Eau Libre Brecourt for men,"fresh spicy,aromatic,citrus,green,aquatic,",male,older_twenty_five,"grapefruit,musty,clean,oily,grass"
S-T-Dupont,So Dupont Pour Homme S.T. Dupont for men,"fresh spicy,aromatic,citrus,green,woody,",male,older_twenty_five,"grapefruit,musty,clean,oily,grass"
Avon,Herve Leger Intrigue Homme Avon for men,"fresh spicy,aromatic,citrus,musky,floral",male,older_twenty_five,"lemon,pungent,violetflower"
Antonio-Puig,Aqua Quorum Antonio Puig for men,"fresh spicy,aromatic,floral,citrus,woody,herbal",male,older_twenty_five,"apple,lemon,pungent,violetflower,blackcurrant"
Nest,Ginger & Neroli Nest for women and men,"fresh spicy,aromatic,green,citrus,white floral,",unisex,older_twenty_five,"grapefruit,musty,clean,oily,grass"
Shaik,Opulent Shaik Classic No 77 Shaik for men,"fresh spicy,aromatic,warm spicy,citrus,cinnamon,musky,",male,older_twenty_five,"powdery,vanilla,blackcurrant,cherry,grass"
Bentley,Infinite Intense Bentley for men,"fresh spicy,aromatic,woody,balsamic,warm spicy,",male,older_twenty_five,"cacao,blackcurrant,anisic,dry,berry"
Lise-Watier,Neiges pour Homme Lise Watier for men,"fresh spicy,aromatic,woody,citrus,floral,",male,older_twenty_five,"blackcurrant,anisic,dry,lemon,pungent"
Benetton,Just United Benetton for men,"fresh spicy,aromatic,woody,citrus,fruity",male,under_twenty_five,"blackcurrant,anisic,dry"
Jaguar,Jaguar for Men Jaguar for men,"fresh spicy,aromatic,woody,citrus,green,",male,older_twenty_five,"blackcurrant,anisic,dry,grapefruit,musty"
Mode-Creation-Munich,MCM Blue Silver Mode Creation Munich for men,"fresh spicy,aromatic,woody,floral,green,",male,older_twenty_five,"blackcurrant,anisic,dry,lemon,pungent"
Original-Penguin,Iconic Blend Original Penguin for men,"fresh spicy,aromatic,woody,musky,ozonic,",male,older_twenty_five,"blackcurrant,anisic,dry"
Abercrombie-Fitch,Fierce Icon Abercrombie & Fitch for men,"fresh spicy,citrus,aromatic,floral,green,powdery,",male,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
RE-CLASSIFIED-RE-,Less Is More 简 RE CLASSIFIED RE调香室 for women and men,"fresh spicy,citrus,aromatic,green,balsamic,",unisex,older_twenty_five,"cacao,grapefruit,musty,clean,oily"
CnR-Create,Gemini for Men CnR Create for men,"fresh spicy,citrus,aromatic,herbal,green,",male,under_twenty_five,"apple,animalic,grapefruit,musty,clean"
Donna-Karan,DKNY Men Summer 2013 Donna Karan for men,"fresh spicy,citrus,aromatic,marine,herbal,floral",male,older_twenty_five,"apple,animalic,lemon,pungent,violetflower"
Faberlic,Mr. Incognito Faberlic for men,"fresh spicy,citrus,aromatic,woody,green,",male,older_twenty_five,"blackcurrant,anisic,dry,grapefruit,musty"
Emper,Epic Adventure Emper for men,"fresh spicy,citrus,herbal,woody,aromatic",male,older_twenty_five,"apple,animalic,blackcurrant,anisic,dry"
Adidas,Adidas Originals by Jeremy Scott Adidas for women and men,"fresh spicy,citrus,rose,balsamic,woody,",unisex,older_twenty_five,"cacao,berry,whiteflower,blackcurrant,anisic"
The-Body-Shop,Zinzibar The Body Shop for women,"fresh spicy,citrus,woody,warm spicy,aromatic,floral",female,older_twenty_five,"blackcurrant,anisic,dry,lemon,pungent"
Parfums-Berdoues,1902 Gingembre Vert Parfums Berdoues for women and men,"fresh spicy,green,citrus,fresh",unisex,older_twenty_five,"grapefruit,musty,clean,oily,grass"
Axe,Gold Temptation Axe for men,"fresh spicy,sweet,cacao,vanilla,warm spicy",male,older_twenty_five,"nut,dairy,powdery,coffee,caramellic"
Anne-Krystel,Anne-Krystel8 Anne-Krystel for women,"fresh spicy,sweet,white floral,aromatic,citrus,fruity",female,older_twenty_five,pungent
Xpec,Xpec Original Xpec for men,"fresh spicy,tuberose,woody,white floral,soft spicy,",male,older_twenty_five,"blackcurrant,anisic,dry"
Antiqua-Firenze,Dea Sutra Antiqua Firenze for women and men,"fresh spicy,warm spicy,citrus,cinnamon,patchouli,",unisex,older_twenty_five,"powdery,vanilla,blackcurrant,cherry,grass"
Laurelle-London,L Pour Homme Laurelle London for men,"fresh spicy,woody",male,older_twenty_five,"blackcurrant,anisic,dry"
Mexx,Mexx Man Mexx for men,"fresh spicy,woody,aromatic,herbal,citrus,floral,",male,older_twenty_five,"apple,blackcurrant,anisic,dry,animalic"
Byblos,In Black Byblos for men,"fresh spicy,woody,balsamic,aromatic,citrus,",male,older_twenty_five,"cacao,blackcurrant,anisic,dry,berry"
Novaya-Zarya,Moving Novaya Zarya for men,"fresh spicy,woody,balsamic,earthy,aromatic,citrus",male,older_twenty_five,"musk,cacao,blackcurrant,anisic,dry"
Atkinsons,41 Burlington Arcade Atkinsons for women and men,"fresh spicy,woody,citrus,warm spicy,aromatic,",unisex,older_twenty_five,"blackcurrant,anisic,dry"
Avon,Avon Luck Limitless for Him Avon for men,"fresh spicy,woody,earthy,warm spicy",male,older_twenty_five,"musk,blackcurrant,anisic,dry,leather"
XOXO,XOXO Luv XOXO for women,"fresh,fruity,citrus,tropical,vanilla,sweet",female,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Natura,Amora e Amêndoas  Natura for women,"fruity,almond,sweet,nutty,floral",female,older_twenty_five,"powdery,cherry,vanilla,phenolic,anisic"
Laura-Biagiotti,Venezia Eau de Toilette Laura Biagiotti for women,"fruity,balsamic,sweet,woody,powdery,yellow floral",female,older_twenty_five,"vanilla,dry,musk,berry,almond"
Louis-Feraud,Louis Feraud Louis Feraud for women,"fruity,citrus,floral,sweet,fresh,",female,older_twenty_five,"pungent,lemon,violetflower"
Rasasi,Royale Rasasi for women,"fruity,citrus,sweet,honey,sour",female,older_twenty_five,"cheese,berry,pungent,powdery,waxy"
Luce-Fragrance,Pink Typhoon Luce Fragrance for women,"fruity,citrus,sweet,rose,floral",female,older_twenty_five,"pungent,lemon,violetflower"
Parfums-Constantine,La Mia Firenze Parfums Constantine for women,"fruity,citrus,white floral,powdery,sweet,",female,older_twenty_five,"vanilla,dry,musk,almond,berry"
Phebo,Isolda Cajueiro Phebo for women and men,"fruity,floral,sweet,citrus,white floral,fresh spicy,",unisex,older_twenty_five,"pungent,lemon,violetflower"
Zara,Textures Pashmina Dreams Zara for women,"fruity,floral,sweet,sour,",female,older_twenty_five,"cheese,pungent,body,berry,caramellic"
Il-Profumiere,Passiflora Rouge Il Profumiere for women,"fruity,floral,sweet,tropical,green,",female,older_twenty_five,"pungent,lemon,violetflower,grapefruit,musty"
Escada,Ibiza Hippie Escada for women,"fruity,floral,woody,green,fresh spicy,soft spicy,",female,older_twenty_five,"lemon,pungent,violetflower,blackcurrant,anisic"
Agatha-Ruiz-de-la-Prada,Tutti Frutti Love Agatha Ruiz de la Prada for women,"fruity,fresh,woody,citrus,green,",female,older_twenty_five,"blackcurrant,anisic,dry,grapefruit,musty"
Est-e-Lauder,White Linen Breeze Estée Lauder for women,"fruity,green,floral,woody,aromatic,sweet",female,older_twenty_five,"pungent,grapefruit,musty,clean,oily"
Bath-and-Body-Works,Champagne Apple & Honey Bath and Body Works for women and men,"fruity,honey,fresh,green,aldehydic",unisex,under_twenty_five,"waxy,fatty,lily,powdery,pungent"
Khalis,Rudo Khalis for men,"fruity,musky,sweet,woody,sour",male,older_twenty_five,"cheese,pungent,body,berry,caramellic"
Gucci,Gucci by Gucci Eau de Toilette Gucci for women,"fruity,patchouli,sweet,musky,honey,floral,",female,older_twenty_five,"powdery,waxy,cacao,berry,tropicalfruit"
Heidi-Klum,Shine My Rose Heidi Klum for women,"fruity,rose,tropical,sweet,vanilla,woody,",female,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Joan-Vass,L’Eau de Amethyste Joan Vass for women and men,"fruity,sour,soft spicy,sweet,fresh,woody",unisex,older_twenty_five,"cheese,pungent,body,berry,caramellic"
Sephora,Fraise (Strawberry) Sephora for women,"fruity,sweet",female,under_twenty_five,pungent
Amway,Promise for Her Amway for women,"fruity,sweet,aquatic,fresh,powdery",female,older_twenty_five,"vanilla,dry,musk,almond,berry"
Kar-ribe,Kar.ribe 03 Kar.ribe for women,"fruity,sweet,caramel,white floral,floral,aromatic,",female,older_twenty_five,"pungent,lemon,violetflower"
Dans-un-Jardin,Princesse Jujube Dans un Jardin for women,"fruity,sweet,citrus,sour,fresh",female,older_twenty_five,"cheese,pungent,body,berry,caramellic"
Bath-and-Body-Works,Champagne Toast Bath and Body Works for women,"fruity,sweet,citrus,vanilla,woody,floral,",female,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Sex-and-the-City,Sex and the City for Her Sex and the City for women,"fruity,sweet,citrus,white floral,caramel,",female,older_twenty_five,pungent
Iceberg,Eau de Iceberg Pour Femme Iceberg for women,"fruity,sweet,citrus,woody,white floral,",female,older_twenty_five,"pungent,blackcurrant,anisic,dry"
Marc-Jacobs,Oh Lola! Sunsheer Marc Jacobs for women,"fruity,sweet,floral,fresh,woody,",female,under_twenty_five,"pungent,lemon,violetflower,blackcurrant,anisic"
Botanique,Daydream Botanique for women,"fruity,sweet,floral,tropical,fresh",female,older_twenty_five,"pungent,lemon,violetflower"
Kyse-Perfumes,Framboise Nue Kyse Perfumes for women and men,"fruity,sweet,fresh spicy,soft spicy,sour",unisex,older_twenty_five,"cheese,pungent,body,berry,caramellic"
Avon,Pink Suede Avon for women,"fruity,sweet,fresh,white floral,floral,",female,older_twenty_five,"pungent,lemon,violetflower"
Marc-Joseph,Tender Absolute Marc Joseph for women,"fruity,sweet,musky,woody,floral",female,older_twenty_five,"pungent,blackcurrant,anisic,dry,lemon"
Bottega-Verde,BV Girl Bottega Verde for women,"fruity,sweet,musky,yellow floral,rose,aquatic",female,older_twenty_five,pungent
Avon,Hollywood Pink Flamingo Avon for women,"fruity,sweet,nutty,fresh,almond",female,older_twenty_five,"powdery,cherry,vanilla,phenolic,anisic"
Dilis-Parfum,Atlantica Femme Violet Dilis Parfum for women,"fruity,sweet,powdery,floral,woody",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Oscar-de-la-Renta,Red Orchid Oscar de la Renta for women,"fruity,sweet,powdery,floral,woody,",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Lancome,Tresor In Love Lancome for women,"fruity,sweet,powdery,rose,fresh,",female,older_twenty_five,"vanilla,dry,musk,almond,berry"
Voluspa,Creme de Peche Voluspa for women and men,"fruity,sweet,powdery,vanilla,fresh",unisex,older_twenty_five,"dairy,dry,almond,musk,coconut"
Demeter-Fragrance,Blueberry Demeter Fragrance for women and men,"fruity,sweet,sour,fresh,green,tropical",unisex,older_twenty_five,"cheese,pungent,body,berry,caramellic"
Emeshel,Nubia Violet Emeshel for women,"fruity,sweet,sour,violet,fresh",female,older_twenty_five,"cheese,pungent,body,berry,caramellic"
JAFRA,Double Nature Sexy JAFRA for women,"fruity,sweet,tropical,citrus,cherry",female,under_twenty_five,"almond,vanilla,powdery,berry,cinnamon"
Karl-Lagerfeld,Karl Lagerfeld Paradise Bay For Women Karl Lagerfeld for women,"fruity,sweet,tropical,floral,fresh",female,older_twenty_five,"pungent,lemon,violetflower"
Al-Haramain-Perfumes,Affection Al Haramain Perfumes for women,"fruity,sweet,tropical,white floral,sour",female,older_twenty_five,"cheese,pungent,body,berry,caramellic"
Salvatore-Ferragamo,Signorina Misteriosa Salvatore Ferragamo for women,"fruity,sweet,vanilla,white floral,milky,",female,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Parfums-Love-Love,Shop & Love Parfums Love Love for women,"fruity,sweet,woody,musky,floral,",female,older_twenty_five,"pungent,blackcurrant,anisic,dry,lemon"
Issey-Miyake,L'Eau d'Issey Summer 2016 Issey Miyake for women,"fruity,tropical,citrus,fresh,woody",female,older_twenty_five,"blackcurrant,anisic,dry"
Nicolai-Parfumeur-Createur,Eau Exotique Eau Fraiche Nicolai Parfumeur Createur for women and men,"fruity,tropical,citrus,sweet,woody,aromatic",unisex,older_twenty_five,"pungent,blackcurrant,anisic,dry"
City,In Gold City for women,"fruity,tropical,sweet,fresh,woody",female,older_twenty_five,"pungent,blackcurrant,anisic,dry"
Avon,Imari Elixir 2015 Avon for women,"fruity,vanilla,rose,sweet,amber,",female,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Paris-Hilton,Passport Paris Paris Hilton for women,"fruity,vanilla,sweet,white floral,powdery,",female,older_twenty_five,"dairy,dry,almond,musk,coconut"
Eau-Jeune,L'Insoumise Eau Jeune for women,"fruity,vanilla,sweet,woody,fresh",female,older_twenty_five,"dairy,powdery,coconut,grass,nut"
O-Botic-rio,Acqua Feliz da Vida O Boticário for women,"fruity,white floral,citrus,woody,floral,fresh,",female,older_twenty_five,"blackcurrant,anisic,dry,lemon,pungent"
Victoria-s-Secret,Plum Drop Victoria's Secret for women,"fruity,white floral,sweet,sour,animalic",female,older_twenty_five,"musk,cheese,leather,pungent,berry"
Maison-Martin-Margiela,Mutiny Maison Martin Margiela for women and men,"fruity,white floral,sweet,tuberose,citrus,,",unisex,older_twenty_five,pungent
Neela-Vermeire-Creations,Bombay Bling! Neela Vermeire Creations for women and men,"fruity,white floral,tropical,sweet,woody,",unisex,older_twenty_five,"pungent,blackcurrant,anisic,dry"
M-Micallef,Glamour M. Micallef for women and men,"fruity,white floral,woody,warm spicy,vanilla,musky,",unisex,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Alkemia-Perfumes,Devil's Dandy Alkemia Perfumes for women and men,"fruity,wine,woody,leather,musky,animalic",unisex,older_twenty_five,"musk,tobacco,phenolic,tropicalfruit,dry"
Creed,Aventus for Her Creed for women,"fruity,woody,citrus,balsamic,musky,",female,older_twenty_five,"cacao,blackcurrant,anisic,dry,berry"
Anna-Sui,Tin House Forbidden Affair Anna Sui for women,"fruity,woody,sweet,sour,soft spicy,",female,older_twenty_five,"cheese,pungent,body,berry,caramellic"
Parfums-Genty,Like Diamond Parfums Genty for women,"fruity,woody,white floral,sweet,soft spicy,rose",female,older_twenty_five,"blackcurrant,anisic,dry,pungent"
Clean,Warm Cotton Clean for women and men,"green,aldehydic,aquatic,fresh spicy,musky,floral,",unisex,older_twenty_five,"fatty,waxy,lily,pungent,lemon"
Cale-Fragranze-d-Autore,Libera Mente Cale Fragranze d’Autore for women and men,"green,aquatic,fresh,aromatic,fresh spicy,marine",unisex,older_twenty_five,"grapefruit,musty,clean,oily,grass"
Smell-Bent,The Yard Next Door Smell Bent for women and men,"green,aquatic,woody,fresh,watery",unisex,older_twenty_five,"lily,aldehydic,clean,melon,oily"
100-Bon,Eau Du Parc 100 Bon for women and men,"green,aromatic,citrus,fresh spicy,woody",unisex,older_twenty_five,"grapefruit,musty,clean,oily,grass"
DSH-Perfumes,Lavande DSH Perfumes for women and men,"green,aromatic,fresh spicy,balsamic,floral",unisex,older_twenty_five,"cacao,grapefruit,musty,clean,oily"
Alkemia-Perfumes,Viridis Arcanum Alkemia Perfumes for women and men,"green,aromatic,leather,woody,balsamic,animalic,",unisex,older_twenty_five,"musk,tobacco,phenolic,medicinal,dry"
Hugo-Boss,Boss Bottled Unlimited Mats Hummels Edition Hugo Boss for men,"green,aromatic,musky,fresh spicy,citrus,cinnamon,,",male,older_twenty_five,"powdery,grass,vanilla,blackcurrant,cherry"
TRNP,Lemongrass TRNP for women and men,"green,aromatic,woody,balsamic,earthy,powdery",unisex,older_twenty_five,"musk,vanilla,dry,berry,almond"
Sabe-Masson,Belle Furieuse Sabe Masson for women,"green,aromatic,woody,fresh spicy,citrus,",female,older_twenty_five,"grapefruit,musty,clean,oily,grass"
Natura,Atmos Natura for men,"green,citrus,aromatic,fresh,fresh spicy",male,older_twenty_five,"grapefruit,musty,clean,oily,grass"
Aroma-M,Geisha O-Cha Aroma M for women,"green,citrus,aromatic,woody,soft spicy,ozonic,",female,older_twenty_five,"grapefruit,musty,clean,oily,grass"
Dzintars,Lady Dream Ethereal Dzintars for women,"green,citrus,floral,ozonic,aquatic,fresh spicy",female,older_twenty_five,"grapefruit,musty,clean,oily,grass"
Divona,Calima Divona for women,"green,citrus,fresh spicy,rose,floral,",female,older_twenty_five,"grapefruit,musty,clean,oily,grass"
Alain-Daniel,French Club Alain Daniel for men,"green,citrus,ozonic,woody,musky,powdery",male,older_twenty_five,"vanilla,dry,musk,almond,berry"
Fueguia-1833,Chamber Fueguia 1833 for women and men,"green,earthy,fresh,",unisex,older_twenty_five,"musk,grapefruit,musty,clean,oily"
Al-Haramain-Perfumes,A One Al Haramain Perfumes for women and men,"green,floral",unisex,older_twenty_five,"grapefruit,musty,clean,oily,grass"
Lily-Lambert,Goddess Sedna Lily Lambert for women,"green,floral,aromatic,herbal,sweet",female,older_twenty_five,"apple,pungent,grapefruit,musty,clean"
Louis-Widmer,L'Eau de Peau Eau Fraîche Louis Widmer for women,"green,floral,white floral,ozonic,fresh spicy,musky,",female,older_twenty_five,"grapefruit,musty,clean,oily,grass"
Nomenclature,Para-iso Nomenclature for women and men,"green,floral,woody,fruity,white floral,",unisex,older_twenty_five,"grapefruit,musty,clean,oily,grass"
Ferrari,Noble Fig Ferrari for women and men,"green,fresh,milky,soft spicy,aromatic,woody,",unisex,older_twenty_five,"grapefruit,musty,clean,oily,grass"
Bastide-Aix-en-Provence,Fig Leaves Bastide Aix en Provence for women and men,"green,fresh,milky,woody,sweet",unisex,older_twenty_five,"grapefruit,musty,clean,oily,grass"
Demeter-Fragrance,Ivy Demeter Fragrance for women,"green,fresh,ozonic,woody",female,older_twenty_five,"grapefruit,musty,clean,oily,grass"
Claus-Porto,Le Parfum Claus Porto for women and men,"green,fresh,woody,milky,ozonic",unisex,older_twenty_five,"grapefruit,musty,clean,oily,grass"
Nasomatto,Hindu Grass Nasomatto for women and men,"green,patchouli,tobacco,warm spicy,fresh,",unisex,older_twenty_five,"animalic,leather,grass,leaf,dry"
For-Or-To,Abstract Object For Or To for women and men,"green,smoky,musky,amber,woody",unisex,older_twenty_five,"phenolic,chemical,leather,vanilla,medicinal"
One-Seed,Sweet Water One Seed for women,"green,sweet,floral,citrus,powdery,aromatic,",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Demeter-Fragrance,Grape Leaf Demeter Fragrance for women and men,"green,sweet,fruity",unisex,older_twenty_five,"grapefruit,musty,clean,oily,grass"
Ikiry-,Miscegenation Ikiryō for women and men,"green,sweet,fruity,fresh spicy,oud,amber",unisex,older_twenty_five,"grapefruit,musty,clean,oily,grass"
House-of-Matriarch,Destrier House of Matriarch for women and men,"green,sweet,leather,floral,woody,",unisex,older_twenty_five,"animalic,phenolic,medicinal,tobacco,smoky"
S-lection-Excellence,No. 13 Sélection Excellence for women,"green,white floral,fruity,floral,fresh",female,older_twenty_five,"grapefruit,musty,clean,oily,grass"
Fuller-Cosmetics-,Corpus Fuller Cosmetics® for men,"green,woody,amber,animalic,balsamic",male,older_twenty_five,"musk,leather,tobacco,dry,meat"
4160-Tuesdays,Who Knew? 4160 Tuesdays for women and men,"green,woody,aromatic,fresh spicy,fruity,rose,",unisex,older_twenty_five,"grapefruit,musty,clean,oily,grass"
Hermetica,Spiceair Hermetica for women and men,"green,woody,earthy,cinnamon,warm spicy,",unisex,older_twenty_five,"musk,powdery,grass,blackcurrant,vanilla"
Chaumet,Chaumet L'eau Chaumet for women,"green,woody,powdery,fruity,sweet,fresh",female,older_twenty_five,"vanilla,dry,musk,almond,berry"
Handsome-London,Redchurch Handsome London for men,"green,woody,warm spicy,fresh,fruity,",male,older_twenty_five,"grapefruit,musty,clean,oily,grass"
CB-I-Hate-Perfume,M1 Narcissus CB I Hate Perfume for women and men,"green,yellow floral,woody,earthy,aquatic",unisex,older_twenty_five,"musk,grapefruit,musty,clean,oily"
Bravanariz,Muga Bravanariz for women and men,"herbal,aromatic,fresh spicy,woody,sweet,",unisex,older_twenty_five,"apple,animalic,blackcurrant,anisic,dry"
SoOud,Nur SoOud for women,"herbal,leather,powdery,smoky,balsamic,floral",female,older_twenty_five,"phenolic,vanilla,animalic,dry,musk"
Franck-Boclet,Leather Franck Boclet for men,"leather,animalic,amber,warm spicy,fresh spicy,",male,older_twenty_five,"musk,tobacco,phenolic,medicinal,dry"
